Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kuwait,KW,KWT,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,,,0.0614256391666084,0.0694220607267961,0.0991858675000538,0.0977589567006114,0.095999927295747,,0.0271670942979469,0.0757826941893171,0.0406885844471106,0.0876471121341716,0.0462643257669221,0.0348110334411984,,0.0253152959079486,0.0339375334516051,0.040272194280907,0.0426367207194899,0.0411219719485603,0.0276301390006028,0.0205464719453753,0.0208920036171471,0.0167255152493857,0.01802517593057,
Kuwait,KW,KWT,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,31482998.0,29560952.0,36082806.0,41508064.0,57043488.0,,24890776.0,76976844.0,84842066.0,122454098.0,106408162.0,108218399.0,,91766445.0,114163341.0,94834285.39,85570368.869,103348597.838,89094235.0,62742685.0,44033598.0,59001671.0,79791807.035,
Kuwait,KW,KWT,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,0.0834774400743715,0.0846879834213084,0.0946335668836065,0.0867115168003065,0.0959696513247358,,0.0245112563152637,0.0671650760581758,0.057562591573645,0.115531099355466,0.0922073683881668,0.0702625190206596,,0.0526850135865327,0.0701701063951009,0.0827483125106701,0.0782186485886762,0.0856331148742638,0.0644622747426183,0.045237957099443,0.0409554991724881,0.041616963887912,0.0436387351161222,
Kuwait,KW,KWT,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,0.220847046228781,0.252107641341458,0.352051162796645,0.352173813036693,0.364602658464882,,0.104820854083327,0.295868585451008,0.160470953602865,0.38305354030375,0.200183558381309,0.140825262461644,,0.100321971602251,0.137775920174082,0.175199158091114,0.185376468157689,0.187957399460541,0.124157517767886,0.0974903810446479,0.110045078853644,0.0863815525624216,0.079600181612619,
Kuwait,KW,KWT,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,203801130.0,173683110.0,230486093.0,232420572.0,320098056.0,,575741534.0,1618028705.0,1607442763.0,,1867340540.0,1423029336.0,,1107450210.0,1398394983.0,1403403562.387,1855679638.328,2291224829.928,2082734084.0,1413416948.0,820434996.0,802471802.0,1029503748.203,
Kuwait,KW,KWT,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,0.540380449684754,0.497577762050467,0.604490712215027,0.485533132398438,0.538531213660107,,0.566962970990424,1.41178847285083,1.09059780845719,,1.61813298756103,0.923924459348697,,0.635810064999887,0.859518685069714,1.22454949791009,1.69625017914494,1.89847490114518,1.50691878928669,1.0190844599215,0.763083788877717,0.56602532502684,0.563043287754834,
Kuwait,KW,KWT,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,2.56811334187494,1.9958353660189,2.30710112011201,1.89596985686306,2.07887601589137,,3.0046571538879,6.81536060743428,5.84929793584513,,7.38929783108014,4.45891735996626,,3.401565620922,4.04771838996248,4.53340697439527,6.05071253258537,6.82685268367823,5.85370969802652,4.22290139672231,3.90355114253365,2.51843879823245,2.86624226538449,
Kuwait,KW,KWT,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,235284128.0,203244062.0,266568899.0,273928636.0,377141544.0,,600632310.0,1695005549.0,1692284829.0,,1973748702.0,1531247735.0,,1199216655.0,1512558324.0,1498237847.777,1941250007.197,2394573427.766,2171828319.0,1476159633.0,864468594.0,861473473.0,1109295555.238,
Kuwait,KW,KWT,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,0.623857889759125,0.582265745471775,0.699124279098634,0.572244649198745,0.634500864984843,,0.591474227305687,1.47895354890901,1.14816040003084,,1.7103403559492,0.994186978369357,,0.688495078586419,0.929688791464814,1.30729781042076,1.77446882773361,1.98410801601944,1.5713810640293,1.06432241702094,0.804039288050205,0.607642288914752,0.606682022870957,
Kuwait,KW,KWT,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,-172318132.0,-144122158.0,-194403287.0,-190912508.0,-263054568.0,,-550850758.0,-1541051861.0,-1522600697.0,,-1760932378.0,-1314810937.0,,-1015683765.0,-1284231642.0,-1308569276.997,-1770109269.459,-2187876232.09,-1993639849.0,-1350674263.0,-776401398.0,-743470131.0,-949711941.168,
